Type Ligne,Identifiant de l'élément,Structure,Type de l'élément,Statut de l'élément,Nom base français,Nom base anglais,Nom base espagnol,Nom attribut français,Nom attribut anglais,Nom attribut espagnol,Nom frontière français,Nom frontière anglais,Nom frontière espagnol,Code de la catégorie,Tags français,Tags anglais,Tags espagnol,Unité français,Unité anglais,Unité espagnol,Contributeur,Autres Contributeurs,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Sous-localisation géographique anglais,Sous-localisation géographique espagnol,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Commentaire espagnol,Type poste,Nom poste français,Nom poste anglais,Nom poste espagnol,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
Poste,12895,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Agglomérés de houille,Concentrated coal,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,95.8,95,0.03,0,0.795,,,,,,,,,,,0,0
Poste,12896,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Agglomérés de houille,Concentrated coal,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kg,kgCO2e/kg,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,3.07,3.04,9.60E-04,0,0.0254,,,,,,,,,,,0,0
Poste,12897,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Agglomérés de houille,Concentrated coal,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,0.345,0.342,1.08E-04,0,2.86E-03,,,,,,,,,,,0,0
Poste,12898,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Agglomérés de houille,Concentrated coal,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/tep PCI,kgCO2e/toe ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,4025,3990,1.26,0,33.4,,,,,,,,,,,0,0
Poste,12899,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Anthracite,Anthracite,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,98.7,98.3,0.03,0,0.398,,,,,,,,,,,0,0
Poste,12900,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Anthracite,Anthracite,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kg,kgCO2e/kg,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,2.63,2.62,8.01E-04,0,0.0106,,,,,,,,,,,0,0
Poste,12902,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Anthracite,Anthracite,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,ADEME,,,,,France continentale,,,,17/10/2014,23/07/2015,déc.-18,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,0.356,0.354,1.08E-04,0,1.43E-03,,,,,,,,,,,0,0
Poste,12904,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Anthracite,Anthracite,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/tep PCI,kgCO2e/toe ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,4147,4130,0,0,16.7,,,,,,,,,,,0,0
Poste,14112,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Autres produits pétroliers,Other petroleum products,,,,,,,,Combustibles > Fossiles > Liquides > Usages spéciaux,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,ADEME,,,,,France continentale,,,,20/10/2014,20/10/2014,Dec-17,20,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,73.8,73,0.09,0,0.663,,,,,,,,,,,0,0
Poste,14113,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Autres produits pétroliers,Other petroleum products,,,,,,,,Combustibles > Fossiles > Liquides > Usages spéciaux,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,ADEME,,,,,France continentale,,,,20/10/2014,20/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,0.266,0.263,3.24E-04,0,2.39E-03,,,,,,,,,,,0,0
Poste,14114,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Autres produits pétroliers,Other petroleum products,,,,,,,,Combustibles > Fossiles > Liquides > Usages spéciaux,,,,kgCO2e/tep PCI,kgCO2e/toe ICV,,ADEME,,,,,France continentale,,,,20/10/2014,20/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,3102,3070,3.78,0,27.8,,,,,,,,,,,0,0
Poste,27958,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Biométhane,Biogas,,Injecté dans les réseaux,Injected in the network,,Mix moyen,Average Mix,,Combustibles > Organiques > Gazeux,,,,kgCO2e/kWhPCI,kgCO2e/kWh LHV,,GRDF,,,,,France continentale,,,,02/04/2020,07/08/2020,3 ans,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,5,4,4,4,,,,Combustion,,,,1.56E-03,0,0,5.60E-04,9.99E-04,,,,,,,,,,,0,0
Poste,27959,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Biométhane,Biogas,,Injecté dans les réseaux,Injected in the network,,Mix moyen,Average Mix,,Combustibles > Organiques > Gazeux,,,,kgCO2e/kWhPCS,kgCO2e/kWh HHV,,GRDF,,,,,France continentale,,,,02/04/2020,07/08/2020,3 ans,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,5,4,4,4,,,,Combustion,,,,1.08E-03,0,0,2.80E-04,7.95E-04,,,,,,,,,,,0,0
Poste,27960,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Biométhane,Biogas,,Injecté dans les réseaux,Injected in the network,,Mix moyen,Average Mix,,Combustibles > Organiques > Gazeux,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,GRDF,,,,,France continentale,,,,03/04/2020,07/08/2020,3 ans,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,5,4,4,4,,,,Combustion,,,,0.405,0,0,0.14,0.265,,,,,,,,,,,0,0
Poste,27961,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Biométhane,Biogas,,Injecté dans les réseaux,Injected in the network,,Mix moyen,Average Mix,,Combustibles > Organiques > Gazeux,,,,kgCO2e/GJ PCS,kgCO2e/GJ HHV,,GRDF,,,,,France continentale,,,,03/04/2020,07/08/2020,3 ans,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,5,4,4,4,,,,Combustion,,,,0.377,0,0,0.112,0.265,,,,,,,,,,,0,0
Poste,27962,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Biométhane,Biogas,,Injecté dans les réseaux,Injected in the network,,Mix moyen,Average Mix,,Combustibles > Organiques > Gazeux,,,,kgCO2e/Tep PCI,kgCO2e/toe ICV,,GRDF,,,,,France continentale,,,,03/04/2020,07/08/2020,3 ans,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,5,4,4,4,,,,Combustion,,,,17.5,0,0,5.82,11.7,,,,,,,,,,,0,0
Poste,27963,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Biométhane,Biogas,,Injecté dans les réseaux,Injected in the network,,Mix moyen,Average Mix,,Combustibles > Organiques > Gazeux,,,,kgCO2e/Tep PCS,kgCO2e/toe HHV,,GRDF,,,,,France continentale,,,,03/04/2020,07/08/2020,3 ans,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,5,4,4,4,,,,Combustion,,,,15.5,0,0,5.24,10.3,,,,,,,,,,,0,0
Poste,27964,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Biométhane,Biogas,,Injecté dans les réseaux,Injected in the network,,Mix moyen,Average Mix,,Combustibles > Organiques > Gazeux,,,,kgCO2e/m3,kgCO2e/m3,,GRDF,,,,,France continentale,,,,03/04/2020,07/08/2020,3 ans,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,5,4,4,4,,,,Combustion,,,,0.0162,0,0,5.60E-03,0.0106,,,,,,,,,,,0,0
Poste,25781,élément décomposé par poste,Facteur d'émission,Valide générique,Biopropane,Biopropane,,mix annuel 2020,annual mix 2020,,,,,Combustibles > Organiques > Gazeux,,,,kgCO2e/kg,kgCO2e/kg,,PRIMAGAZ,,,,Icare & Consult,France continentale,,,,20/06/2017,27/07/2021,31/12/2021,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,4,4,4,5,,,,Combustion,,,,0,,,,,,,,,,,,,,,,
Poste,25789,élément décomposé par poste,Facteur d'émission,Valide générique,Biopropane,Biopropane,,mix annuel 2020,annual mix 2020,,,,,Combustibles > Organiques > Gazeux,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,PRIMAGAZ,,,,Icare & Consult,France continentale,,,,20/06/2017,27/07/2021,31/12/2021,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,4,4,4,5,,,,Combustion,,,,0,,,,,,,,,,,,,,,,
Poste,25797,élément décomposé par poste,Facteur d'émission,Valide générique,Biopropane,Biopropane,,mix annuel 2020,annual mix 2020,,,,,Combustibles > Organiques > Gazeux,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,PRIMAGAZ,,,,Icare & Consult,France continentale,,,,20/06/2017,27/07/2021,31/12/2021,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,4,4,4,5,,,,Combustion,,,,0,,,,,,,,,,,,,,,,
Poste,25805,élément décomposé par poste,Facteur d'émission,Valide générique,Biopropane,Biopropane,,mix annuel 2020,annual mix 2020,,,,,Combustibles > Organiques > Gazeux,,,,kgCO2e/litre,kgCO2e/Liter,,PRIMAGAZ,,,,Icare & Consult,France continentale,,,,20/06/2017,27/07/2021,31/12/2021,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,4,4,4,5,,,,Combustion,,,,0,,,,,,,,,,,,,,,,
Poste,25813,élément décomposé par poste,Facteur d'émission,Valide générique,Biopropane,Biopropane,,mix annuel 2020,annual mix 2020,,,,,Combustibles > Organiques > Gazeux,,,,kgCO2e/tep PCI,kgCO2e/toe ICV,,PRIMAGAZ,,,,Icare & Consult,France continentale,,,,20/06/2017,27/07/2021,31/12/2021,20,DonnÃ©es de l'article L229-25 de la loi TECV,5,4,4,5,4,4,4,5,,,,Combustion,,,,0,,,,,,,,,,,,,,,,
Poste,14116,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Bitumes,Bitumens,,,,,,,,Combustibles > Fossiles > Liquides > Usages spéciaux,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,ADEME,,,,,France continentale,,,,20/10/2014,20/10/2014,Dec-17,5,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,81.8,81,0.09,0,0.663,,,,,,,,,,,0,0
Poste,14118,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Bitumes,Bitumens,,,,,,,,Combustibles > Fossiles > Liquides > Usages spéciaux,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,ADEME,,,,,France continentale,,,,20/10/2014,23/07/2015,déc.-18,5,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,0.295,0.292,3.24E-04,0,2.39E-03,,,,,,,,,,,0,0
Poste,14120,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Bitumes,Bitumens,,,,,,,,Combustibles > Fossiles > Liquides > Usages spéciaux,,,,kgCO2e/tep PCI,kgCO2e/toe ICV,,ADEME,,,,,France continentale,,,,20/10/2014,20/10/2014,Dec-17,5,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,3432,3400,3.78,0,27.8,,,,,,,,,,,0,0
Poste,14219,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Bois bûche,Wood log,,20% d'humidité,,20% humidity,,,,Combustibles > Organiques > Solides,,,,kgCO2e/kg,kgCO2e/kg,,ADEME,,Bilan environnemental du chauffage domestique au bois,http://www2.ademe.fr/servlet/getDoc?cid=96&m=3&id=34702&p1=02&p2=08&ref=17597,ADEME,France continentale,,,,20/10/2014,20/10/2014,Dec-17,50,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,0.0726,0,0,0.0726,0,,,,,,,,,,,0,1.466666667
Poste,14220,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Bois bûche,Wood log,,20% d'humidité,,20% humidity,,,,Combustibles > Organiques > Solides,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,ADEME,,Bilan environnemental du chauffage domestique au bois,http://www2.ademe.fr/servlet/getDoc?cid=96&m=3&id=34702&p1=02&p2=08&ref=17597,ADEME,France continentale,,,,20/10/2014,20/10/2014,Dec-17,50,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,"""""""""""""""Dans l'ACV """"""""""""""""Bilan environnemental du chauffage domestique au bois"""""""""""""""", les résultats sont exprimés en kWh utile. La valeur présenté ici sont en kWh """"""""""""""""final"""""""""""""""" comme pour les autres combustibles , cad sans tenir compte du rendement ru mode de chauffage. Ici le chauffage considéré était une poële de rendement de 65%. Voir la documentation pour plus de détail.""""""""""""""",,,Combustion,,,,0.0188,0,0,0.0188,0,,,,,,,,,,,0,0.380403458
Poste,12910,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Briquette de lignite,Lignite briquette,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,99.2,98,0.45,0,0.795,,,,,,,,,,,0,0
Poste,12911,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Briquette de lignite,Lignite briquette,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kg,kgCO2e/kg,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,1.69,1.67,7.65E-03,0,0.0135,,,,,,,,,,,0,0
Poste,12912,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Briquette de lignite,Lignite briquette,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,0.357,0.353,1.62E-03,0,2.86E-03,,,,,,,,,,,0,0
Poste,12913,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Briquette de lignite,Lignite briquette,,,,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/tep PCI,kgCO2e/toe ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,4172,4120,18.9,0,33.4,,,,,,,,,,,0,0
Poste,14231,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Broyats de cagettes et de pallettes,Grinding pallets,,20% d'humidité,,20% humidity,,,,Combustibles > Organiques > Solides,,,,kgCO2e/kg,kgCO2e/kg,,ADEME,,Bilan environnemental du chauffage collectif (avec réseau de chaleur) et industriel au bois,http://www2.ademe.fr/servlet/getDoc?cid=96&m=3&id=34701&p1=02&p2=09&ref=17597,ADEME,France continentale,,,,20/10/2014,20/10/2014,Dec-17,50,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,1.16E-03,0,0,1.16E-03,0,,,,,,,,,,,0,1.466666667
Poste,14232,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Broyats de cagettes et de pallettes,Grinding pallets,,20% d'humidité,,20% humidity,,,,Combustibles > Organiques > Solides,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,ADEME,,Bilan environnemental du chauffage collectif (avec réseau de chaleur) et industriel au bois,http://www2.ademe.fr/servlet/getDoc?cid=96&m=3&id=34701&p1=02&p2=09&ref=17597,ADEME,France continentale,,,,20/10/2014,20/10/2014,Dec-17,50,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,"""""""""""""""Dans l'ACV """"""""""""""""Bilan environnemental du chauffage collectif (réseau de chaleur) et industriel au bois"""""""""""""""", les résultats sont exprimés en kWh utile. La valeur présenté ici sont en kWh """"""""""""""""final"""""""""""""""" comme pour les autres combustibles , cad sans tenir compte du rendement ru mode de chauffage. Voir la documentation pour plus de détail.""""""""""""""",,,Combustion,,,,2.97E-04,0,0,2.97E-04,0,,,,,,,,,,,0,0.376068376
Poste,13544,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Butane,Butane,,inclus maritime,maritime included,,,,,Combustibles > Fossiles > Gazeux > Propane et butane,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,ADEME,,,,,France continentale,,,,20/10/2014,20/10/2014,Dec-17,5,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,64.8,64,0.09,0,0.663,,,,,,,,,,,0,0
Poste,13546,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Butane,Butane,,inclus maritime,maritime included,,,,,Combustibles > Fossiles > Gazeux > Propane et butane,,,,kgCO2e/kg,kgCO2e/kg,,ADEME,,,,,France continentale,,,,20/10/2014,20/10/2014,Dec-20,5,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS), DonnÃ©es de l'article L1431.3 du code des transports",,,,,,,,,,,,Combustion,,,,2.95,2.92,4.17E-03,0,0.0302,,,,,,,,,,,0,0
Poste,13548,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Butane,Butane,,inclus maritime,maritime included,,,,,Combustibles > Fossiles > Gazeux > Propane et butane,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,ADEME,,,,,France continentale,,,,20/10/2014,25/10/2019,Dec-17,5,DonnÃ©es de l'article L229-25 de la loi TECV,,,0,0,0,0,0,0,,,,Combustion,,,,0.233,0.23,3.30E-04,0,2.39E-03,,,,,,,,,,,0,0
Poste,13550,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Butane,Butane,,inclus maritime,maritime included,,,,,Combustibles > Fossiles > Gazeux > Propane et butane,,,,kgCO2e/litre,kgCO2e/liter,,ADEME,,,,,France continentale,,,,20/10/2014,20/10/2014,Dec-17,5,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,1.73,1.71,2.44E-03,0,0.0177,,,,,,,,,,,0,0
Poste,13552,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Butane,Butane,,inclus maritime,maritime included,,,,,Combustibles > Fossiles > Gazeux > Propane et butane,,,,kgCO2e/tep PCI,kgCO2e/toe ICV,,ADEME,,,,,France continentale,,,,20/10/2014,20/10/2014,Dec-17,5,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,2722,2690,3.84,0,27.8,,,,,,,,,,,0,0
Poste,12918,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Charbon à coke,Coke coal,,PCS supérieur à 23865 kJ/kg,SCV more than 23865 kJ/kg,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,95.8,95,0.03,0,0.795,,,,,,,,,,,0,0
Poste,12919,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Charbon à coke,Coke coal,,PCS supérieur à 23865 kJ/kg,SCV more than 23865 kJ/kg,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kg,kgCO2e/kg,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,2.49,2.47,7.80E-04,0,0.0207,,,,,,,,,,,0,0
Poste,12920,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Charbon à coke,Coke coal,,PCS supérieur à 23865 kJ/kg,SCV more than 23865 kJ/kg,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,ADEME,,,,,France continentale,,,,17/10/2014,23/07/2015,déc.-18,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,0.345,0.342,1.08E-04,0,2.86E-03,,,,,,,,,,,0,0
Poste,12921,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Charbon à coke,Coke coal,,PCS supérieur à 23865 kJ/kg,SCV more than 23865 kJ/kg,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/tep PCI,kgCO2e/toe ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,4023,3990,0,0,33.4,,,,,,,,,,,0,0
Poste,12925,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Charbon à vapeur,Steam coal,,PCS supérieur à 23865 kJ/kg,SCV more than 23865 kJ/kg,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,95.8,95,0.03,0,0.795,,,,,,,,,,,0,0
Poste,12926,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Charbon à vapeur,Steam coal,,PCS supérieur à 23865 kJ/kg,SCV more than 23865 kJ/kg,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kg,kgCO2e/kg,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,2.49,2.47,7.80E-04,0,0.0207,,,,,,,,,,,0,0
Poste,12927,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Charbon à vapeur,Steam coal,,PCS supérieur à 23865 kJ/kg,SCV more than 23865 kJ/kg,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,0.345,0.342,1.08E-04,0,2.86E-03,,,,,,,,,,,0,0
Poste,12928,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Charbon à vapeur,Steam coal,,PCS supérieur à 23865 kJ/kg,SCV more than 23865 kJ/kg,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/tep PCI,kgCO2e/toe ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,4025,3990,1.26,0,33.4,,,,,,,,,,,0,0
Poste,12929,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Charbon sous-bitumineux,Bituminous coal,,PCS entre 17 435 et 23 865 kJ/kg,SCV between 17 435 et 23 865 kJ/kg,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,96.8,96,0.03,0,0.795,,,,,,,,,,,0,0
Poste,12930,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Charbon sous-bitumineux,Bituminous coal,,PCS entre 17 435 et 23 865 kJ/kg,SCV between 17 435 et 23 865 kJ/kg,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kg,kgCO2e/kg,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'EU Emissions Trading System (EU ETS)",,,,,,,,,,,,Combustion,,,,1.94,1.92,6.00E-04,0,0.0159,,,,,,,,,,,0,0
Poste,12931,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Charbon sous-bitumineux,Bituminous coal,,PCS entre 17 435 et 23 865 kJ/kg,SCV between 17 435 et 23 865 kJ/kg,,,,,Combustibles > Fossiles > Solides > Charbons,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,ADEME,,,,,France continentale,,,,17/10/2014,17/10/2014,Dec-17,20,DonnÃ©es de l'article L229-25 de la loi TECV,,,,,,,,,,,,Combustion,,,,0.349,0.346,1.08E-04,0,2.86E-03,,,,,,,,,,,0,0
