Type Ligne,Identifiant de l'élément,Structure,Type de l'élément,Statut de l'élément,Nom base français,Nom base anglais,Nom base espagnol,Nom attribut français,Nom attribut anglais,Nom attribut espagnol,Nom frontière français,Nom frontière anglais,Nom frontière espagnol,Code de la catégorie,Tags français,Tags anglais,Tags espagnol,Unité français,Unité anglais,Unité espagnol,Contributeur,Autres Contributeurs,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Sous-localisation géographique anglais,Sous-localisation géographique espagnol,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Commentaire anglais,Commentaire espagnol,Type poste,Nom poste français,Nom poste anglais,Nom poste espagnol,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
,,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,BioGNC -Biométhane comprimé,BioCNG - Compressed natural gas,,Pour véhicule routier,For road vehicle,,Mix Moyen,Medium Mix,,Combustibles > Organiques > Gazeux,"gaz renouvelable,gaz vert,BioGNV,Biométhane carburant,Biométhane,EnR,biogaz","biogas,renewable gas,green gas,BioNGV,Biomethane fuel,Renewable energy,Biomethane",,kgCO2e/tep PCI,,,GRDF,,,,,France continentale,,,,07/10/2020,10/05/2021,3 ans,70,DonnÃ©es de l'article L229-25 de la loi TECV,,,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,,0,,0,,0,,0,0,0
,,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,BioGNC -Biométhane comprimé,BioCNG - Compressed natural gas,,Pour véhicule routier,For road vehicle,,Mix Moyen,Medium Mix,,Combustibles > Organiques > Gazeux,"gaz renouvelable,gaz vert,BioGNV,Biométhane carburant,Biométhane,EnR,biogaz","biogas,renewable gas,green gas,BioNGV,Biomethane fuel,Renewable energy,Biomethane",,kgCO2e/m3,,,GRDF,,,,,France continentale,,,,07/10/2020,10/05/2021,3 ans,70,DonnÃ©es de l'article L229-25 de la loi TECV,,,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,,0,,0,,0,,0,0,0
,,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,BioGNC -Biométhane comprimé,BioCNG - Compressed natural gas,,Pour véhicule routier,For road vehicle,,Mix Moyen,Medium Mix,,Combustibles > Organiques > Gazeux,"gaz renouvelable,gaz vert,BioGNV,Biométhane carburant,Biométhane,EnR,biogaz","biogas,renewable gas,green gas,BioNGV,Biomethane fuel,Renewable energy,Biomethane",,kgCO2e/kg BioGNC,,,GRDF,,,,,France continentale,,,,08/10/2020,10/05/2021,3 ans,70,DonnÃ©es de l'article L229-25 de la loi TECV,,,0,0,0,0,0,0,,,,,,,,0,0,0,0,0,,0,,0,,0,,0,,0,0,0
,,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,BioGNL,BioLNG,,Carburant,Fuel,,Issu d'épuration cryogénique de biogaz,Result of cryogenic purification of biogas,,Combustibles > Organiques > Liquides,"LNG,combustible liquide,BioLNG","BioGNL,liquid fuel,LNG",,kgCO2e/kWh (PCI),kgCO2e/kWh (LHV),,SUEZ Services France,,,,SUEZ,France continentale,,,,28/03/2019,22/10/2019,27/03/2022,30,,,,4,4,4,4,0,3,"Quantités de Gaz à Effet de Serre émises pour fournir un kilowattheure PCI de bioGNL issu d'épuration cryogénique de biogaz et utilisé dans un moteur à combustion_x000D_
",,,,,,,0,0,0,0,0,,0,,0,,0,,0,,0,0,0
Poste,28287,élément décomposé par poste et par gaz,Facteur d'émission,Valide spécifique,Fioul à base de carbone recyclé,Recycled carbon fuel,,VALORTEC,VALORTEC,,Basse teneur en soufre,Low sulfur content,,Combustibles > Fossiles > Liquides > Usage source fixe,,,,kgCO2e/kg,kgCO2e/kg,,VALORTEC,,,,,France continentale,,,,21/07/2020,16/03/2021,2023,22,DonnÃ©es de l'article L229-25 de la loi TECV,4,4,3,5,5,4,4,4,,,,Combustion,,,,3.14,3.12,2.40E-03,0,0.0186,,,,,,,,,,,7.70E-04,0
Poste,34457,élément décomposé par poste et par gaz,Facteur d'émission,Valide spécifique,Fioul à base de carbone recyclé,Recycled carbon fuel,,VALORTEC,VALORTEC,,Basse teneur en soufre,Low sulfur content,,Combustibles > Fossiles > Liquides > Usage source fixe,,,,kgCO2e/kWh PCI,kgCO2e/kWh ICV,,VALORTEC,,,,,France continentale,,,,10/03/2021,16/03/2021,2023,22,DonnÃ©es de l'article L229-25 de la loi TECV,4,4,3,5,5,4,4,4,,,,Combustion,,,,0.275,0.273,2.10E-04,0,1.63E-03,,,,,,,,,,,6.74E-05,0
Poste,34458,élément décomposé par poste et par gaz,Facteur d'émission,Valide spécifique,Fioul à base de carbone recyclé,Recycled carbon fuel,,VALORTEC,VALORTEC,,Basse teneur en soufre,Low sulfur content,,Combustibles > Fossiles > Liquides > Usage source fixe,,,,kgCO2e/GJ PCI,kgCO2e/GJ ICV,,VALORTEC,,,,,France continentale,,,,10/03/2021,16/03/2021,2023,22,DonnÃ©es de l'article L229-25 de la loi TECV,4,4,3,5,5,4,4,4,,,,Combustion,,,,78.4,77.9,0.06,0,0.465,,,,,,,,,,,0.0193,0
Poste,28041,élément décomposé par poste,Facteur d'émission,Valide générique,Articulé,Articulated,,34 à 40 tonnes,34 to 40 tons,,"Diesel routier, incorporation 7 % de biodiesel","On-road diesel, including 7 % bio-based",,Transport de marchandises > Routier > Par catégorie > Articulé par motorisation,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,GLEC Framework - Février 2020,France continentale,,,,27/04/2020,18/06/2021,Apr-23,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,5,3,5,,,,Combustion,Carburant,,,0.0631,,,,,,,,,,,,,,,,
Poste,28042,élément décomposé par poste,Facteur d'émission,Valide générique,Articulé,Articulated,,34 à 40 tonnes,34 to 40 tons,,GNC,CNG,,Transport de marchandises > Routier > Par catégorie > Articulé par motorisation,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,GLEC Framework - Février 2020,France continentale,,,,27/04/2020,27/04/2020,Apr-23,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,5,3,5,,,,Combustion,Carburant,Fuel,,0.066,,,,,,,,,,,,,,,,
Poste,28043,élément décomposé par poste,Facteur d'émission,Valide générique,Articulé,Articulated,,34 à 40 tonnes,34 to 40 tons,,GNL,GNL,,Transport de marchandises > Routier > Par catégorie > Articulé par motorisation,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,GLEC Framework - Février 2020,France continentale,,,,27/04/2020,27/04/2020,Apr-23,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,5,3,5,,,,Combustion,Carburant,Fuel,,0.065,,,,,,,,,,,,,,,,
Poste,28044,élément décomposé par poste,Facteur d'émission,Valide générique,Articulé,Articulated,,34 à 40 tonnes,34 to 40 tons,,"GNL, incorporation bio 20%","LNG, including 20 % bio-based",,Transport de marchandises > Routier > Par catégorie > Articulé par motorisation,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,GLEC Framework - Février 2020,France continentale,,,,27/04/2020,27/04/2020,Apr-23,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,5,3,5,,,,Combustion,Carburant,Fuel,,0.052,,,,,,,,,,,,,,,,
Poste,28045,élément décomposé par poste,Facteur d'émission,Valide générique,Articulé,Articulated,,40 à 44 tonnes,40 to 44 tons,,"Diesel routier, incorporation 7 % de biodiesel","On-road diesel, including 7 % bio-based",,Transport de marchandises > Routier > Par catégorie > Articulé par motorisation,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,GLEC Framework - Février 2020,France continentale,,,,27/04/2020,18/06/2021,Apr-23,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,5,3,5,,,,Combustion,Carburant,,,0.0541,,,,,,,,,,,,,,,,
Poste,28046,élément décomposé par poste,Facteur d'émission,Valide générique,Articulé,Articulated,,44 à 60 tonnes,44 to 60 tons,,"Diesel routier, incorporation 7 % de biodiesel","On-road diesel, including 7 % bio-based",,Transport de marchandises > Routier > Par catégorie > Articulé par motorisation,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,GLEC Framework - Février 2020,France continentale,,,,27/04/2020,18/06/2021,Apr-23,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,5,3,5,,,,Combustion,Carburant,,,0.0511,,,,,,,,,,,,,,,,
Poste,28047,élément décomposé par poste,Facteur d'émission,Valide générique,Articulé,Articulated,,60 à 72 tonnes,60 to 72 tons,,"Diesel routier, incorporation 7 % de biodiesel","On-road diesel, including 7 % bio-based",,Transport de marchandises > Routier > Par catégorie > Articulé par motorisation,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,GLEC Framework - Février 2020,France continentale,,,,27/04/2020,18/06/2021,Apr-23,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,5,3,5,,,,Combustion,Carburant,,,0.0511,,,,,,,,,,,,,,,,
Poste,28050,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Articulé,Articulated,,90 m3,90 m3,,,,,Transport de marchandises > Routier > Par usage > Déménagement,,,,kgCO2e/m3.km,kgCO2e/m3.km,,GT Transport Base Carbone,,,,OEET - 2010,France continentale,,,,27/04/2020,18/06/2021,Apr-23,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,4,4,3,1,3,5,,,,Combustion,Carburant,Fuel,,0.0273,0.0271,1.08E-05,0,2.20E-04,,,,,,,,,,,0,0.00177333
Poste,28040,élément décomposé par poste,Facteur d'émission,Valide générique,Articulé,Articulated,,< 34 tonnes,< 34 tons,,"Diesel routier, incorporation 7 % de biodiesel","On-road diesel, including 7 % bio-based",,Transport de marchandises > Routier > Par catégorie > Articulé par motorisation,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,GLEC Framework - Février 2020,France continentale,,,,27/04/2020,18/06/2021,Apr-23,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,5,3,5,,,,Combustion,Carburant,,,0.064,,,,,,,,,,,,,,,,
Poste,28003,élément décomposé par poste,Facteur d'émission,Valide générique,Autobus,City bus,,Electrique,Electric,,,,,Transport de personnes > Routier > Autobus - Autocar > Par type de motorisation,,,,kgCO2e/passager.km,kgCO2e/passager.km,,GT Transport Base Carbone,,,,"Etude E4T, ADEME - IFPEN",France continentale,,,,27/04/2020,27/04/2020,Apr-21,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,5,1,4,,,,Combustion,Carburant,,,0,,,,,,,,,,,,,,,,
Poste,28004,élément décomposé par poste,Facteur d'émission,Valide générique,Autobus,City bus,,Gazole,Diesel,,,,,Transport de personnes > Routier > Autobus - Autocar > Par type de motorisation,,,,kgCO2e/passager.km,kgCO2e/passager.km,,GT Transport Base Carbone,,,,HBEFA,France continentale,,,,27/04/2020,18/06/2021,Apr-21,60,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,3,4,3,,,,Combustion,Carburant,Fuel,,0.0838,,,,,,,,,,,,,,,,
Poste,28005,élément décomposé par poste,Facteur d'émission,Valide générique,Autobus,City bus,,GNV,NGV,,,,,Transport de personnes > Routier > Autobus - Autocar > Par type de motorisation,,,,kgCO2e/passager.km,kgCO2e/passager.km,,GT Transport Base Carbone,,,,HBEFA,France continentale,,,,27/04/2020,27/04/2020,Apr-21,60,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,3,4,3,,,,Combustion,Carburant,Fuel,,0.0914,,,,,,,,,,,,,,,,
Poste,28001,élément décomposé par poste,Facteur d'émission,Valide générique,Autobus,City bus,,Hybride parallèle,Parallel hybrid powertrain,,,,,Transport de personnes > Routier > Autobus - Autocar > Par type de motorisation,,,,kgCO2e/passager.km,kgCO2e/passager.km,,GT Transport Base Carbone,,,,"Etude E4T, ADEME - IFPEN",France continentale,,,,27/04/2020,27/04/2020,Apr-21,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,5,1,4,,,,Combustion,Carburant,,,0.0567,,,,,,,,,,,,,,,,
Poste,28002,élément décomposé par poste,Facteur d'émission,Valide générique,Autobus,City bus,,Hybride série,Serie hybrid powertrain,,,,,Transport de personnes > Routier > Autobus - Autocar > Par type de motorisation,,,,kgCO2e/passager.km,kgCO2e/passager.km,,GT Transport Base Carbone,,,,"Etude E4T, ADEME - IFPEN",France continentale,,,,27/04/2020,27/04/2020,Apr-21,70,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,5,1,4,,,,Combustion,Carburant,,,0.0536,,,,,,,,,,,,,,,,
Poste,28006,élément décomposé par poste,Facteur d'émission,Valide générique,Autocar,Bus,,Gazole,Diesel,,,,,Transport de personnes > Routier > Autobus - Autocar > Par type de motorisation,,,,kgCO2e/passager.km,kgCO2e/passager.km,,GT Transport Base Carbone,,,,HBEFA,France continentale,,,,27/04/2020,18/06/2021,Apr-21,60,"DonnÃ©es de l'article L229-25 de la loi TECV, DonnÃ©es de l'article L1431.3 du code des transports",4,,5,5,4,3,4,3,,,,Combustion,Carburant,Fuel,,0.0237,,,,,,,,,,,,,,,,
Poste,28057,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion cargo,Cargo aircraft,,"10 à 25 tonnes, 500 - 1000 kms, 2018","10 to 25 tons, 500 - 1000 km, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion Cargo > 10 - 25 t : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,1.59,1.56,0.0148,0,0.0148,,0,,,,,,,,,0,0
Poste,28051,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion cargo,Cargo aircraft,,"10 à 25 tonnes, <500 kms, 2018","10 to 25 tons, <500 kms, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion Cargo > 10 - 25 t : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,1.42,1.39,0.0132,0,0.0132,,0,,,,,,,,,0,0
Poste,28059,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion cargo,Cargo aircraft,,"26 à 100 tonnes, 500 - 1000 kms, 2018","26 to 100 tons, 500 - 1000 kms, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion Cargo > 26 - 100 t : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,1.58,1.55,0.0147,0,0.0147,,0,,,,,,,,,0,0
Poste,28053,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion cargo,Cargo aircraft,,"26 à 100 tonnes, <500 kms, 2018","26 to 100 tons, <500 kms, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion Cargo > 26 - 100 t : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,2.49,2.44,0.0232,0,0.0232,,0,,,,,,,,,0,0
Poste,28063,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion cargo,Cargo aircraft,,"Plus de 100 tonnes, 1000 - 3500 kms, 2018","More than 100 tons, 1000 - 3500 kms, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion Cargo > >100 t : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,0.796,0.781,7.42E-03,0,7.42E-03,,0,,,,,,,,,0,0
Poste,28061,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion cargo,Cargo aircraft,,"Plus de 100 tonnes, 500 - 1000 kms, 2018","More than 100 tons, 500 - 1000 kms, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion Cargo > >100 t : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,1.17,1.15,0.011,0,0.011,,0,,,,,,,,,0,0
Poste,28055,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion cargo,Cargo aircraft,,"Plus de 100 tonnes, <500 kms, 2018","More than 100 tons, <500 kms, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion Cargo > >100 t : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,1.59,1.56,0.0148,0,0.0148,,0,,,,,,,,,0,0
Poste,28065,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion cargo,Cargo aircraft,,"Plus de 100 tonnes, >3500 kms, 2018","More than 100 tons, >3500 kms, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion Cargo > >100 t : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,0.494,0.485,4.61E-03,0,4.61E-03,,0,,,,,,,,,0,0
Poste,28086,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion passagers,Passengers aircraft,,"101-220 sièges, 1000-3500 kms, 2018","101-220 seats, 1000-3500 kms, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion passager > Capacité 102-220 sièges : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,0.841,0.835,9.90E-05,0,6.20E-03,,0,,,,,,,,,0,0
Poste,28120,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion passagers,Passengers aircraft,,"101-220 sièges, 1000-3500 kms, 2018","101-220 seats, 1000-3500 kms, 2018",,AVEC trainées,With contrails,,Transport de personnes > Aérien > Par capacité d'avion > Capacité 101-220 sièges : détail par kms parcourus,,,,kgCO2e/peq.km,kgCO2e/peq.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,0.0841,0.0835,9.00E-06,0,6.10E-04,,0,,,,,,,,,0,0
Poste,28084,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion passagers,Passengers aircraft,,"101-220 sièges, 500-1000 kms, 2018","101-220 seats, 500-1000 kms, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion passager > Capacité 102-220 sièges : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,1.04,1.03,2.01E-04,0,7.61E-03,,0,,,,,,,,,0,0
Poste,28118,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion passagers,Passengers aircraft,,"101-220 sièges, 500-1000 kms, 2018","101-220 seats, 500-1000 kms, 2018",,AVEC trainées,With contrails,,Transport de personnes > Aérien > Par capacité d'avion > Capacité 101-220 sièges : détail par kms parcourus,,,,kgCO2e/peq.km,kgCO2e/peq.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,0.104,0.103,2.10E-05,0,7.69E-04,,0,,,,,,,,,0,0
Poste,28082,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion passagers,Passengers aircraft,,"101-220 sièges, <500 kms jet, 2018","101-220 seats, <500 kms jet, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion passager > Capacité 102-220 sièges : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,1.38,1.37,3.99E-04,0,0.0102,,0,,,,,,,,,0,0
Poste,28116,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion passagers,Passengers aircraft,,"101-220 sièges, <500 kms jet, 2018","101-220 seats, <500 kms jet, 2018",,AVEC trainées,With contrails,,Transport de personnes > Aérien > Par capacité d'avion > Capacité 101-220 sièges : détail par kms parcourus,,,,kgCO2e/peq.km,kgCO2e/peq.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,0.138,0.137,3.90E-05,0,1.01E-03,,0,,,,,,,,,0,0
Poste,28090,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion passagers,Passengers aircraft,,"101-220 sièges, >3500 kms, 2018","101-220 seats, >3500 kms, 2018",,AVEC trainées,With contrails,,Transport de marchandises > Aérien > Avion passager > Capacité 102-220 sièges : détail par kms parcourus,,,,kgCO2e/t.km,kgCO2e/t.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,0.949,0.942,0,0,7.00E-03,,0,,,,,,,,,0,0
Poste,28124,élément décomposé par poste et par gaz,Facteur d'émission,Valide générique,Avion passagers,Passengers aircraft,,"101-220 sièges, >3500 kms, 2018","101-220 seats, >3500 kms, 2018",,AVEC trainées,With contrails,,Transport de personnes > Aérien > Par capacité d'avion > Capacité 101-220 sièges : détail par kms parcourus,,,,kgCO2e/peq.km,kgCO2e/peq.km,,GT Transport Base Carbone,,,,Ecocalculateur DGAC,France continentale,,,,28/04/2020,28/04/2020,31-Mar-21,70,DonnÃ©es de l'article L229-25 de la loi TECV,4,,5,2,4,5,2,2,Données intégrant l'impact induit des trainées de condensation - Ne pas utiliser dans le cadre de l'info GES des transports.,Data integrating impacts due to contrails - Do not use in the context of transport GHG info.,,Combustion,Carburant,Fuel,,0.0949,0.0942,0,0,6.89E-04,,0,,,,,,,,,0,0
